id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
65028,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1915,4,4,0,1,2,0,2,2,5,4,5,3,5,2,13,8.0
80040,neutral or dissatisfied,Female,Loyal Customer,39,Personal Travel,Eco,2610,4,4,4,3,2,4,2,2,5,4,4,4,4,2,0,0.0
82056,neutral or dissatisfied,Female,disloyal Customer,35,Business travel,Eco Plus,3081,2,2,2,2,2,2,2,2,2,2,1,4,2,2,1,0.0
83695,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1790,4,5,4,2,1,4,1,1,5,3,5,4,5,1,10,12.0
96660,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2025,2,5,2,1,5,2,5,5,3,3,4,4,5,5,20,16.0
936,satisfied,Male,Loyal Customer,44,Business travel,Business,2887,4,4,4,4,4,4,4,5,5,5,4,3,5,4,0,0.0
220,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1618,3,4,3,3,3,3,3,3,1,4,4,5,4,3,25,42.0
17818,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2538,3,1,3,3,1,3,1,1,1,3,4,3,3,1,0,0.0
73753,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2021,2,4,0,4,1,0,1,1,3,3,4,5,5,1,0,0.0
21915,neutral or dissatisfied,Female,Loyal Customer,39,Business travel,Business,453,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0.0
120157,satisfied,Male,disloyal Customer,54,Business travel,Eco,1842,4,4,4,4,4,4,4,4,3,1,3,4,5,4,0,0.0
66293,neutral or dissatisfied,Male,Loyal Customer,24,Business travel,Business,5521,2,1,1,1,2,2,2,2,4,1,3,1,4,2,13,17.0
50391,neutral or dissatisfied,Male,disloyal Customer,29,Business travel,Eco,1924,1,5,1,4,5,1,5,5,3,5,2,4,2,5,0,0.0
32452,neutral or dissatisfied,Female,Loyal Customer,63,Business travel,Business,3829,1,5,5,5,3,4,3,2,2,2,1,3,2,2,0,0.0
98046,satisfied,Male,Loyal Customer,44,Business travel,Business,1790,3,3,3,3,5,3,5,5,5,5,5,4,5,3,0,0.0
111853,satisfied,Male,Loyal Customer,30,Business travel,Business,4702,4,4,4,4,4,4,4,4,4,2,4,4,5,4,31,10.0
74801,satisfied,Female,Loyal Customer,30,Business travel,Business,4127,2,2,4,2,5,5,5,5,3,5,5,5,5,5,0,0.0
122241,satisfied,Male,Loyal Customer,48,Business travel,Business,1820,1,1,1,1,5,4,4,5,5,5,5,3,5,4,9,0.0
20804,satisfied,Female,Loyal Customer,46,Business travel,Business,486,5,5,5,5,1,3,4,4,4,5,4,3,4,4,14,15.0
71022,neutral or dissatisfied,Female,Loyal Customer,41,Business travel,Eco,2528,4,4,4,4,4,4,4,4,4,1,3,1,3,4,16,6.0
68159,satisfied,Male,Loyal Customer,36,Business travel,Business,618,1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0.0
25158,satisfied,Female,Loyal Customer,46,Business travel,Business,2149,4,4,4,4,2,5,2,5,5,5,5,1,5,1,72,74.0
118177,neutral or dissatisfied,Female,Loyal Customer,48,Business travel,Eco,1474,1,2,2,2,4,4,3,1,1,1,1,2,1,3,0,0.0
32710,satisfied,Female,Loyal Customer,44,Business travel,Business,3966,0,3,0,2,4,2,5,3,3,3,3,3,3,2,0,0.0
56664,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1029,5,5,5,3,3,4,4,4,4,5,1,3,4,5,64,57.0
86842,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2231,3,4,3,2,5,3,5,5,3,5,4,3,5,5,21,3.0
67624,satisfied,Male,disloyal Customer,24,Business travel,Business,2582,4,0,4,1,5,4,1,5,4,4,4,4,4,5,0,0.0
96429,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Business,333,1,5,1,1,3,5,4,3,3,1,3,4,3,5,0,0.0
50299,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Business,1540,1,4,1,3,1,1,1,1,2,2,4,4,4,1,0,5.0
49307,satisfied,Male,Loyal Customer,70,Business travel,Business,101,0,4,0,2,3,4,1,2,2,2,2,3,2,3,0,0.0
18954,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1283,4,4,2,4,4,4,4,4,5,5,4,4,5,4,2,0.0
99819,satisfied,Male,Loyal Customer,56,Business travel,Business,588,1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,0.0
113299,satisfied,Male,disloyal Customer,24,Business travel,Eco,2105,4,0,4,2,5,4,5,5,4,5,5,3,4,5,16,4.0
117141,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2072,3,4,3,4,3,3,3,3,5,4,5,5,5,3,0,0.0
1756,satisfied,Male,Loyal Customer,57,Business travel,Business,3312,4,4,4,4,2,4,4,4,4,4,4,3,4,4,9,3.0
14276,satisfied,Male,Loyal Customer,43,Business travel,Eco,1486,5,2,2,2,5,5,5,5,1,1,2,5,2,5,0,0.0
61435,satisfied,Male,Loyal Customer,41,Business travel,Business,2464,4,4,2,4,3,4,5,5,5,5,5,5,5,4,0,0.0
12076,satisfied,Female,disloyal Customer,23,Business travel,Eco Plus,1862,0,0,0,1,2,0,2,2,2,4,2,1,4,2,0,0.0
114388,satisfied,Male,Loyal Customer,56,Business travel,Business,1831,2,2,2,2,4,5,5,4,4,4,4,5,4,3,37,41.0
116945,satisfied,Female,Loyal Customer,36,Business travel,Business,3217,2,2,2,2,3,5,5,4,4,4,4,3,4,5,11,7.0
116119,satisfied,Male,Loyal Customer,47,Personal Travel,Eco,1196,5,5,5,3,5,5,5,5,4,5,5,3,4,5,11,0.0
37061,satisfied,Female,Loyal Customer,52,Business travel,Business,2842,3,3,3,3,4,4,5,4,4,4,4,3,4,2,0,0.0
115565,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Business,1737,2,0,2,5,5,2,5,5,5,3,5,5,5,5,0,0.0
77445,satisfied,Male,Loyal Customer,60,Business travel,Business,3660,3,3,3,3,3,4,4,2,2,2,2,3,2,3,0,0.0
6774,satisfied,Female,Loyal Customer,45,Business travel,Business,2711,3,3,3,3,5,4,5,3,3,4,3,4,3,5,0,0.0
83516,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2593,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0.0
101501,neutral or dissatisfied,Male,disloyal Customer,26,Business travel,Business,1107,3,2,4,4,1,4,3,1,1,3,4,2,4,1,56,49.0
107589,satisfied,Female,Loyal Customer,53,Business travel,Business,1940,3,3,3,3,3,4,4,4,4,4,4,4,4,5,41,34.0
71135,satisfied,Female,Loyal Customer,52,Business travel,Business,1776,4,4,2,4,5,5,4,5,5,4,5,5,5,3,60,36.0
41063,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Business,1727,1,1,1,4,4,1,4,4,5,3,4,4,4,4,0,0.0
83304,satisfied,Male,Loyal Customer,47,Personal Travel,Eco Plus,3118,4,1,4,2,3,4,3,3,3,3,1,2,2,3,0,0.0
19188,neutral or dissatisfied,Female,disloyal Customer,34,Business travel,Eco,1557,1,0,2,3,4,2,4,4,5,4,2,2,4,4,2,9.0
39623,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2798,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,10.0
114255,satisfied,Female,Loyal Customer,54,Business travel,Eco,606,4,4,4,4,2,1,1,4,4,4,4,5,4,4,0,0.0
17524,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2032,3,5,3,3,5,3,5,5,5,5,5,3,4,5,39,29.0
111685,satisfied,Female,Loyal Customer,27,Personal Travel,Business,2369,2,2,2,2,4,4,4,4,4,3,4,2,5,4,3,6.0
6441,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,311,5,4,5,3,2,4,4,3,3,5,3,4,3,3,0,0.0
58254,satisfied,Female,Loyal Customer,43,Business travel,Business,2096,5,5,5,5,2,4,4,4,4,4,4,5,4,3,2,0.0
43874,neutral or dissatisfied,Female,Loyal Customer,45,Business travel,Eco,200,2,4,4,4,4,3,3,2,2,2,2,2,2,4,0,0.0
97716,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2767,3,3,2,1,3,2,3,3,1,4,3,4,5,3,0,0.0
117909,satisfied,Male,Loyal Customer,52,Business travel,Business,1658,1,1,1,1,2,5,5,4,4,4,4,5,4,4,1,1.0
25178,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Business,1947,2,2,2,1,2,2,2,2,1,4,5,3,1,2,0,29.0
124446,satisfied,Female,Loyal Customer,47,Personal Travel,Business,1014,5,5,5,5,3,4,4,5,5,5,5,3,5,4,52,39.0
71675,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2966,2,2,2,2,2,4,4,4,4,4,5,3,4,3,0,0.0
64988,satisfied,Female,Loyal Customer,53,Business travel,Business,3091,0,0,0,5,5,4,5,2,2,2,2,1,2,1,0,0.0
13947,neutral or dissatisfied,Male,Loyal Customer,61,Business travel,Business,2917,3,2,2,2,3,3,3,3,3,3,3,2,3,2,0,0.0
114320,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2202,4,2,4,4,4,4,2,4,2,1,4,3,4,4,77,62.0
22332,satisfied,Male,Loyal Customer,39,Business travel,Business,235,1,1,4,1,4,1,2,4,4,4,5,4,4,3,0,0.0
36049,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Eco,1604,2,3,3,3,2,2,2,2,2,3,4,3,4,2,30,29.0
94115,satisfied,Female,Loyal Customer,24,Personal Travel,Business,1298,5,1,1,1,5,5,3,5,1,5,1,1,5,5,0,0.0
103799,satisfied,Male,Loyal Customer,51,Business travel,Business,3993,3,3,3,3,3,4,5,4,4,4,4,3,4,5,24,11.0
88741,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1624,2,4,2,3,1,2,1,1,3,4,5,5,5,1,0,4.0
22611,satisfied,Male,Loyal Customer,52,Business travel,Business,239,3,3,3,3,5,1,5,3,3,4,3,5,3,3,77,83.0
18378,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Business,2182,4,4,4,4,1,1,1,4,4,4,4,2,4,1,117,103.0
5121,satisfied,Female,Loyal Customer,38,Business travel,Business,3062,1,1,4,1,4,5,5,5,5,5,5,5,5,3,0,70.0
50523,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,309,2,2,2,2,2,3,4,4,4,4,4,3,4,4,3,0.0
63254,satisfied,Female,Loyal Customer,50,Business travel,Business,3177,2,2,2,2,5,4,4,4,4,4,4,5,4,3,0,0.0
7910,neutral or dissatisfied,Male,disloyal Customer,18,Business travel,Eco,2062,3,3,3,4,1,3,1,1,2,4,4,4,4,1,0,0.0
77956,satisfied,Female,Loyal Customer,48,Business travel,Business,1833,4,4,5,4,4,4,5,4,4,4,4,5,4,3,19,13.0
119437,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1566,2,4,2,4,3,2,3,3,4,5,5,4,4,3,0,0.0
101591,satisfied,Male,Loyal Customer,42,Business travel,Business,1371,3,3,1,3,2,4,5,4,4,4,4,4,4,3,0,0.0
97847,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,440,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0
35421,satisfied,Male,Loyal Customer,65,Personal Travel,Eco,1933,5,4,5,3,5,5,5,5,5,4,4,3,5,5,6,13.0
54671,neutral or dissatisfied,Female,Loyal Customer,47,Business travel,Eco,974,4,5,3,5,1,3,3,4,4,4,4,4,4,1,1,0.0
115533,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Business,1808,3,1,1,1,1,3,3,3,3,3,3,4,3,2,8,7.0
87682,satisfied,Male,disloyal Customer,24,Business travel,Eco,1832,5,4,5,1,2,5,4,2,2,3,1,4,2,2,6,3.0
51467,satisfied,Male,Loyal Customer,52,Business travel,Eco Plus,1035,5,3,4,3,5,5,5,5,1,2,1,3,5,5,0,1.0
29836,satisfied,Male,Loyal Customer,33,Business travel,Eco,1283,5,2,2,2,5,5,5,5,2,3,2,4,1,5,61,61.0
122283,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1472,1,2,1,4,2,1,2,2,2,3,4,4,4,2,0,5.0
52227,neutral or dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1587,2,2,2,4,5,2,1,5,3,2,5,1,2,5,0,0.0
19163,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Business,1715,2,2,2,2,3,3,3,2,2,2,2,2,2,2,0,2.0
125298,satisfied,Female,Loyal Customer,57,Business travel,Business,3494,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0.0
124702,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1022,2,4,2,4,2,2,2,2,2,2,4,4,3,2,0,0.0
83143,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2326,4,5,5,3,5,5,5,5,5,5,5,5,5,5,0,9.0
57112,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco,2265,2,5,1,1,2,2,2,2,4,2,3,4,3,2,0,0.0
8324,satisfied,Female,Loyal Customer,31,Personal Travel,Eco Plus,1125,4,3,4,4,5,4,2,5,4,2,4,1,4,5,0,0.0
11870,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2319,1,4,2,3,2,2,2,2,3,3,4,3,5,2,62,36.0
11902,satisfied,Male,Loyal Customer,40,Business travel,Business,3643,4,4,4,4,4,5,5,4,4,4,4,5,4,5,0,2.0
8461,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2839,1,4,1,4,3,1,3,3,5,4,4,3,4,3,0,0.0
101603,neutral or dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2165,2,3,3,1,4,3,4,4,5,5,5,3,5,4,0,0.0
38827,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1818,3,4,3,4,5,3,5,5,2,2,5,3,4,5,35,24.0
86142,neutral or dissatisfied,Male,Loyal Customer,54,Business travel,Business,3689,4,1,1,1,5,3,4,4,4,4,4,3,4,2,0,9.0
123778,satisfied,Female,Loyal Customer,40,Business travel,Business,591,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0,0.0
101763,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2860,3,5,3,4,3,3,3,3,2,3,5,3,1,3,8,0.0
4546,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2097,3,3,3,4,3,1,1,1,1,3,3,1,4,1,112,135.0
80363,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Eco,1511,2,3,2,2,5,2,5,5,1,4,3,3,2,5,4,0.0
88431,neutral or dissatisfied,Male,disloyal Customer,47,Business travel,Eco,1745,2,0,2,3,1,2,1,1,4,3,3,2,4,1,0,9.0
97978,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,646,4,2,2,2,4,4,4,4,1,3,3,3,3,4,0,0.0
1493,satisfied,Female,disloyal Customer,15,Business travel,Eco,2208,4,4,4,3,3,4,3,3,3,2,5,5,5,3,0,0.0
99918,neutral or dissatisfied,Female,Loyal Customer,48,Business travel,Business,4803,2,5,5,5,2,2,2,2,4,4,4,2,1,2,334,330.0
127963,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,2024,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0.0
96431,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Business,472,4,4,4,2,4,5,4,4,4,4,4,4,4,5,46,47.0
127585,satisfied,Male,Loyal Customer,32,Business travel,Business,3235,2,2,2,2,5,5,5,5,4,4,3,4,5,5,0,0.0
17655,neutral or dissatisfied,Male,disloyal Customer,43,Business travel,Eco,2095,1,1,1,4,3,1,4,3,1,1,4,3,5,3,0,13.0
123873,neutral or dissatisfied,Female,Loyal Customer,28,Business travel,Business,3314,2,4,4,4,2,2,2,2,1,3,4,1,4,2,0,0.0
12802,satisfied,Male,Loyal Customer,23,Business travel,Business,4283,2,2,2,2,4,4,4,4,2,5,3,5,1,4,8,5.0
20313,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2136,4,2,2,2,4,4,4,4,3,5,3,1,3,4,0,0.0
21890,neutral or dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2102,1,4,1,3,5,1,2,5,2,4,3,2,3,5,0,0.0
93998,satisfied,Female,Loyal Customer,57,Business travel,Business,2587,4,5,4,4,2,5,4,5,5,5,5,3,5,5,25,25.0
129600,neutral or dissatisfied,Male,disloyal Customer,39,Business travel,Eco,2050,2,2,2,3,3,2,3,3,4,3,4,3,3,3,0,0.0
113943,satisfied,Male,Loyal Customer,10,Business travel,Business,3061,3,3,3,3,4,4,4,4,3,3,3,4,4,4,0,0.0
125517,neutral or dissatisfied,Female,disloyal Customer,42,Business travel,Business,1449,1,1,1,2,3,1,3,3,5,3,5,3,5,3,0,0.0
47653,satisfied,Female,Loyal Customer,22,Business travel,Business,2320,3,5,3,3,4,4,4,4,5,5,5,2,5,4,0,0.0
107193,neutral or dissatisfied,Male,disloyal Customer,19,Business travel,Eco,1458,1,1,1,3,4,1,4,4,3,1,4,4,4,4,20,16.0
18869,neutral or dissatisfied,Male,disloyal Customer,18,Business travel,Eco,2128,2,4,2,4,4,2,4,4,1,1,4,3,4,4,71,79.0
27981,satisfied,Male,Loyal Customer,28,Business travel,Eco Plus,3511,4,2,2,2,4,4,4,2,3,5,4,4,1,4,1,15.0
66562,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1628,5,5,5,5,3,2,4,5,5,5,5,5,5,3,0,0.0
47108,satisfied,Female,Loyal Customer,34,Business travel,Business,1615,1,1,1,1,4,2,2,4,4,4,4,5,4,1,4,
5971,satisfied,Female,Loyal Customer,49,Business travel,Business,3006,2,2,2,2,2,5,5,4,4,4,4,3,4,3,3,0.0
59013,satisfied,Female,disloyal Customer,49,Business travel,Business,2852,4,4,4,2,5,4,5,5,5,3,4,3,4,5,9,0.0
58282,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1843,0,0,0,5,4,5,5,1,1,1,1,5,1,5,0,0.0
25813,satisfied,Female,Loyal Customer,44,Business travel,Business,1747,4,4,3,4,1,5,4,5,5,5,5,5,5,1,0,17.0
78860,neutral or dissatisfied,Female,Loyal Customer,10,Personal Travel,Eco Plus,1616,4,4,4,4,5,4,5,5,3,5,5,4,5,5,0,0.0
112027,neutral or dissatisfied,Female,disloyal Customer,59,Business travel,Eco,1027,3,5,3,4,5,3,5,5,1,2,5,1,4,5,0,0.0
3796,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Eco Plus,1565,2,2,2,3,4,2,4,4,3,3,3,1,3,4,0,46.0
14267,satisfied,Female,Loyal Customer,69,Business travel,Business,469,4,3,4,4,2,2,4,5,5,5,5,3,5,4,35,25.0
52356,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1833,4,4,4,4,4,5,4,5,5,5,5,5,5,3,9,7.0
90121,satisfied,Female,Loyal Customer,56,Business travel,Business,3734,1,1,1,1,3,4,5,4,4,4,4,5,4,3,0,0.0
128372,satisfied,Female,Loyal Customer,42,Business travel,Business,2962,2,2,2,2,3,5,5,4,4,4,4,5,4,4,0,0.0
51114,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1642,2,4,2,3,5,2,5,5,3,3,4,2,4,5,0,0.0
96770,satisfied,Female,Loyal Customer,46,Business travel,Business,3692,5,5,5,5,4,4,5,4,4,4,4,4,4,5,10,0.0
75438,neutral or dissatisfied,Male,Loyal Customer,25,Business travel,Business,3913,3,5,5,5,3,3,3,3,3,4,4,4,4,3,0,0.0
45935,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1556,5,5,4,5,3,4,4,4,4,4,4,4,4,3,0,0.0
19676,satisfied,Male,Loyal Customer,38,Business travel,Business,3542,4,4,4,4,2,5,2,4,4,4,4,3,4,5,5,0.0
99930,neutral or dissatisfied,Female,disloyal Customer,45,Business travel,Eco,2507,4,3,3,4,4,3,4,4,2,5,4,1,3,4,59,69.0
127782,neutral or dissatisfied,Female,Loyal Customer,53,Business travel,Business,1040,2,4,4,4,4,2,2,2,2,2,2,3,2,2,0,9.0
23659,neutral or dissatisfied,Male,disloyal Customer,54,Business travel,Eco,2037,4,0,4,5,3,4,3,3,1,2,1,4,2,3,0,0.0
4616,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,735,4,4,4,4,4,4,4,4,5,2,5,1,2,4,0,0.0
13691,satisfied,Male,Loyal Customer,23,Business travel,Business,2968,3,3,3,3,4,4,4,4,2,3,5,3,3,4,0,0.0
2553,neutral or dissatisfied,Male,disloyal Customer,27,Business travel,Business,1029,2,2,2,3,4,2,4,4,3,5,4,3,5,4,0,0.0
71572,neutral or dissatisfied,Female,disloyal Customer,36,Business travel,Business,2322,3,3,3,4,2,3,1,2,5,5,4,5,4,2,0,0.0
10489,satisfied,Female,Loyal Customer,23,Business travel,Business,2920,3,3,3,3,4,4,4,4,4,3,4,5,4,4,30,23.0
114236,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2061,2,2,2,4,2,2,2,2,4,5,3,3,4,2,4,34.0
114881,neutral or dissatisfied,Male,disloyal Customer,27,Business travel,Business,1697,3,3,3,5,2,3,1,2,4,3,4,5,5,2,0,0.0
103277,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2441,4,4,4,4,2,4,4,2,4,3,5,4,5,2,2,8.0
21101,neutral or dissatisfied,Male,Loyal Customer,39,Business travel,Eco,1625,3,5,5,5,3,3,3,3,3,3,3,1,3,3,42,34.0
115089,satisfied,Male,disloyal Customer,20,Business travel,Business,1096,5,4,5,4,4,5,4,4,4,5,5,4,5,4,0,0.0
120153,satisfied,Male,Loyal Customer,24,Business travel,Business,3477,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,0.0
4306,satisfied,Male,Loyal Customer,42,Business travel,Eco Plus,1094,4,5,2,5,5,4,5,5,4,2,1,2,5,5,21,22.0
11652,neutral or dissatisfied,Female,Loyal Customer,46,Business travel,Eco,872,2,3,3,3,4,3,2,2,2,2,2,3,2,2,0,11.0
73538,neutral or dissatisfied,Male,Loyal Customer,25,Business travel,Business,1745,3,2,2,2,3,3,3,3,1,2,3,4,4,3,19,10.0
97394,neutral or dissatisfied,Male,Loyal Customer,46,Business travel,Eco Plus,2160,2,2,2,2,2,2,2,2,2,3,3,2,3,2,4,7.0
123145,satisfied,Male,Loyal Customer,57,Business travel,Business,3998,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0.0
113928,satisfied,Male,Loyal Customer,66,Business travel,Business,1771,5,5,5,5,3,5,5,4,4,4,4,4,4,5,8,0.0
126989,satisfied,Female,Loyal Customer,31,Business travel,Business,3438,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0,1.0
8770,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Business,1996,2,4,2,4,3,2,3,3,5,3,5,5,5,3,6,0.0
80016,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2475,2,5,2,3,3,2,3,3,4,3,5,4,2,3,0,0.0
71565,neutral or dissatisfied,Female,Loyal Customer,31,Business travel,Business,2392,3,4,4,4,3,3,3,3,1,5,3,3,4,3,0,0.0
26536,satisfied,Female,Loyal Customer,54,Business travel,Business,3706,4,4,4,4,3,5,3,4,4,4,4,1,4,3,0,0.0
129618,neutral or dissatisfied,Male,disloyal Customer,36,Business travel,Business,1833,2,3,3,4,1,3,1,1,5,5,5,3,5,1,4,0.0
22113,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2001,3,4,4,3,3,4,3,3,4,1,5,4,3,3,21,13.0
128424,neutral or dissatisfied,Female,Loyal Customer,57,Business travel,Eco,419,2,1,1,1,3,4,4,2,2,2,2,3,2,1,1,8.0
67192,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2660,2,4,2,5,2,2,2,2,5,5,5,4,4,2,0,0.0
110681,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1794,2,2,2,2,2,5,4,2,2,2,2,3,2,3,8,8.0
89810,satisfied,Male,Loyal Customer,22,Business travel,Business,2180,5,5,5,5,5,5,5,5,3,5,5,3,4,5,0,0.0
60789,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Business,1960,2,2,2,4,5,2,5,5,2,2,3,1,4,5,0,0.0
81461,satisfied,Female,Loyal Customer,53,Business travel,Business,2886,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0.0
22491,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1659,1,5,1,2,5,1,5,5,3,4,5,3,4,5,0,60.0
16293,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1664,1,4,1,3,1,1,1,1,4,1,2,5,3,1,33,48.0
123742,neutral or dissatisfied,Male,Loyal Customer,57,Business travel,Eco,969,4,3,3,3,3,4,3,3,4,3,4,3,4,3,16,
53,neutral or dissatisfied,Male,disloyal Customer,37,Business travel,Business,1267,2,3,3,4,3,3,1,3,4,2,5,3,5,3,4,1.0
66714,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1981,0,4,0,2,4,0,1,4,4,2,4,3,5,4,12,0.0
55782,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1565,4,3,4,2,1,4,1,1,3,3,5,4,1,1,0,0.0
125698,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1881,4,2,4,3,3,4,3,3,1,3,2,3,4,3,0,0.0
33828,satisfied,Male,Loyal Customer,38,Business travel,Business,1568,4,4,2,4,3,5,5,4,4,4,4,3,4,3,0,0.0
115164,neutral or dissatisfied,Male,disloyal Customer,32,Business travel,Business,1249,3,3,3,2,4,3,4,4,5,2,5,3,5,4,53,43.0
35242,neutral or dissatisfied,Female,disloyal Customer,19,Business travel,Eco,2586,3,3,3,2,4,3,4,4,4,4,2,2,1,4,0,0.0
117741,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2653,5,5,5,3,4,5,4,4,3,4,1,4,1,4,0,0.0
37147,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2987,2,2,2,3,2,2,2,2,4,3,3,4,3,2,0,0.0
97535,neutral or dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1996,3,3,3,3,2,3,2,2,2,3,3,3,3,2,4,0.0
78049,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1184,2,4,0,5,5,0,5,5,5,4,4,4,4,5,27,40.0
102066,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Business,252,1,5,1,4,5,5,5,3,3,1,3,4,3,3,17,15.0
34148,neutral or dissatisfied,Female,disloyal Customer,21,Business travel,Business,2372,1,1,1,3,3,1,1,3,4,1,3,4,3,3,0,9.0
69942,neutral or dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2488,3,3,3,4,3,3,3,3,4,3,2,2,3,3,0,0.0
15676,satisfied,Male,Loyal Customer,52,Business travel,Eco,1737,4,2,2,2,4,4,4,4,3,2,4,2,4,4,0,0.0
46295,neutral or dissatisfied,Female,Loyal Customer,26,Business travel,Business,4201,3,4,4,4,3,3,3,3,2,1,3,4,4,3,2,8.0
94340,satisfied,Female,Loyal Customer,57,Business travel,Business,2497,4,2,4,4,4,4,5,4,4,4,4,3,4,4,0,0.0
