Anio,Mes,Cliente,Producto,Unidades_vendidas,Precio_por_unidad,Venta_total
2019,Nov,Customer 462,Product B,82,90.00859829,7380.70506
2019,Nov,Customer 127,Product C,76,87.09591868,6619.28982
2019,Nov,Customer 441,Product A,93,72.55920558,6748.006119
2019,Nov,Customer 96,Product A,87,72.55920558,6312.650885
2019,Nov,Customer 264,Product A,6,72.55920558,435.3552335
2019,Nov,Customer 377,Product E,28,62.53435625,1750.961975
2019,Nov,Customer 65,Product C,19,87.09591868,1654.822455
2019,Nov,Customer 162,Product D,68,24.47930621,1664.592822
2019,Nov,Customer 399,Product C,13,87.09591868,1132.246943
2019,Nov,Customer 198,Product D,51,24.47930621,1248.444617
2019,Nov,Customer 186,Product B,29,90.00859829,2610.24935
2019,Nov,Customer 475,Product A,55,72.55920558,3990.756307
2019,Nov,Customer 23,Product E,21,62.53435625,1313.221481
2019,Nov,Customer 101,Product A,24,72.55920558,1741.420934
2019,Nov,Customer 273,Product D,47,24.47930621,1150.527392
2019,Nov,Customer 201,Product E,84,62.53435625,5252.885925
2019,Nov,Customer 140,Product E,42,62.53435625,2626.442963
2019,Nov,Customer 304,Product D,41,24.47930621,1003.651555
2019,Nov,Customer 496,Product B,78,90.00859829,7020.670667
2019,Nov,Customer 361,Product D,71,24.47930621,1738.030741
2019,Nov,Customer 210,Product E,13,62.53435625,812.9466313
2019,Nov,Customer 386,Product A,73,72.55920558,5296.822007
2019,Nov,Customer 310,Product A,87,72.55920558,6312.650885
2019,Nov,Customer 162,Product A,88,72.55920558,6385.210091
2019,Nov,Customer 292,Product B,3,90.00859829,270.0257949
2019,Nov,Customer 492,Product D,21,24.47930621,514.0654304
2019,Nov,Customer 310,Product A,21,72.55920558,1523.743317
2019,Nov,Customer 227,Product E,57,62.53435625,3564.458306
2019,Nov,Customer 54,Product B,53,90.00859829,4770.455709
2019,Nov,Customer 53,Product B,46,90.00859829,4140.395521
2019,Nov,Customer 102,Product B,86,90.00859829,7740.739453
2019,Dec,Customer 398,Product B,35,90.00859829,3150.30094
2019,Dec,Customer 111,Product A,12,72.55920558,870.710467
2019,Dec,Customer 24,Product E,43,62.53435625,2688.977319
2019,Dec,Customer 378,Product D,90,24.47930621,2203.137559
2019,Dec,Customer 340,Product D,16,24.47930621,391.6688994
2019,Dec,Customer 104,Product D,58,24.47930621,1419.79976
2019,Dec,Customer 181,Product B,59,90.00859829,5310.507299
2019,Dec,Customer 233,Product B,37,90.00859829,3330.318137
2019,Dec,Customer 480,Product E,25,62.53435625,1563.358906
2019,Dec,Customer 442,Product D,57,24.47930621,1395.320454
2019,Dec,Customer 16,Product C,77,87.09591868,6706.385738
2019,Dec,Customer 111,Product C,73,87.09591868,6358.002064
2019,Dec,Customer 264,Product A,87,72.55920558,6312.650885
2019,Dec,Customer 456,Product E,86,62.53435625,5377.954638
2019,Dec,Customer 104,Product C,29,87.09591868,2525.781642
2019,Dec,Customer 98,Product B,28,90.00859829,2520.240752
2019,Dec,Customer 124,Product D,90,24.47930621,2203.137559
2019,Dec,Customer 104,Product A,5,72.55920558,362.7960279
2019,Dec,Customer 468,Product B,75,90.00859829,6750.644872
2019,Dec,Customer 28,Product A,17,72.55920558,1233.506495
2019,Dec,Customer 492,Product B,57,90.00859829,5130.490103
2019,Dec,Customer 394,Product C,45,87.09591868,3919.316341
2019,Dec,Customer 461,Product E,72,62.53435625,4502.47365
2019,Dec,Customer 495,Product D,75,24.47930621,1835.947966
2019,Dec,Customer 49,Product D,88,24.47930621,2154.178946
2019,Dec,Customer 57,Product A,46,72.55920558,3337.723457
2019,Dec,Customer 241,Product B,5,90.00859829,450.0429915
2019,Dec,Customer 361,Product C,54,87.09591868,4703.179609
2019,Dec,Customer 422,Product C,98,87.09591868,8535.400031
2019,Dec,Customer 61,Product B,21,90.00859829,1890.180564
2019,Dec,Customer 390,Product B,78,90.00859829,7020.670667
2019,Dec,Customer 397,Product C,94,87.09591868,8187.016356
2019,Dec,Customer 8,Product D,33,24.47930621,807.8171049
2019,Dec,Customer 331,Product E,50,62.53435625,3126.717813
2019,Dec,Customer 156,Product D,70,24.47930621,1713.551435
2019,Dec,Customer 68,Product C,48,87.09591868,4180.604097
2019,Dec,Customer 187,Product B,62,90.00859829,5580.533094
2019,Dec,Customer 139,Product E,89,62.53435625,5565.557706
2019,Dec,Customer 471,Product B,26,90.00859829,2340.223556
2019,Dec,Customer 108,Product C,29,87.09591868,2525.781642
2019,Dec,Customer 354,Product A,43,72.55920558,3120.04584
2019,Dec,Customer 450,Product B,8,90.00859829,720.0687863
2019,Dec,Customer 8,Product D,94,24.47930621,2301.054784
2019,Dec,Customer 39,Product A,59,72.55920558,4280.993129
2019,Dec,Customer 242,Product E,86,62.53435625,5377.954638
2019,Dec,Customer 421,Product B,36,90.00859829,3240.309538
2019,Dec,Customer 156,Product B,43,90.00859829,3870.369726
2019,Dec,Customer 170,Product D,66,24.47930621,1615.63421
2019,Dec,Customer 432,Product C,22,87.09591868,1916.110211
2019,Dec,Customer 377,Product E,67,62.53435625,4189.801869
2019,Dec,Customer 173,Product B,9,90.00859829,810.0773846
2019,Dec,Customer 247,Product C,34,87.09591868,2961.261235
2019,Dec,Customer 160,Product A,93,72.55920558,6748.006119
2019,Dec,Customer 323,Product D,20,24.47930621,489.5861242
2019,Dec,Customer 163,Product C,91,87.09591868,7925.7286
2019,Dec,Customer 17,Product B,45,90.00859829,4050.386923
2019,Dec,Customer 468,Product E,91,62.53435625,5690.626419
2019,Dec,Customer 449,Product B,1,90.00859829,90.00859829
2019,Dec,Customer 365,Product D,87,24.47930621,2129.69964
2019,Dec,Customer 203,Product A,5,72.55920558,362.7960279
2019,Dec,Customer 401,Product B,41,90.00859829,3690.35253
2019,Dec,Customer 197,Product C,56,87.09591868,4877.371446
2019,Dec,Customer 99,Product D,26,24.47930621,636.4619615
2019,Dec,Customer 109,Product D,71,24.47930621,1738.030741
2019,Dec,Customer 327,Product B,40,90.00859829,3600.343932
2019,Dec,Customer 462,Product D,23,24.47930621,563.0240428
2019,Dec,Customer 399,Product B,93,90.00859829,8370.799641
2019,Dec,Customer 368,Product C,46,87.09591868,4006.412259
2019,Dec,Customer 475,Product D,15,24.47930621,367.1895932
2019,Dec,Customer 385,Product C,24,87.09591868,2090.302048
2019,Dec,Customer 447,Product E,36,62.53435625,2251.236825
2019,Dec,Customer 24,Product B,4,90.00859829,360.0343932
2019,Dec,Customer 441,Product A,87,72.55920558,6312.650885
2019,Dec,Customer 116,Product E,69,62.53435625,4314.870581
2019,Dec,Customer 181,Product A,57,72.55920558,4135.874718
2019,Dec,Customer 188,Product E,57,62.53435625,3564.458306
2019,Dec,Customer 391,Product E,61,62.53435625,3814.595731
2019,Dec,Customer 384,Product C,86,87.09591868,7490.249006
2019,Dec,Customer 476,Product D,38,24.47930621,930.213636
2019,Dec,Customer 420,Product A,69,72.55920558,5006.585185
2019,Dec,Customer 314,Product B,30,90.00859829,2700.257949
2019,Dec,Customer 25,Product C,51,87.09591868,4441.891853
2019,Dec,Customer 382,Product C,47,87.09591868,4093.508178
2020,Jan,Customer 39,Product E,54,62.53435625,3376.855238
2020,Jan,Customer 241,Product C,31,87.09591868,2699.973479
2020,Jan,Customer 32,Product C,34,87.09591868,2961.261235
2020,Jan,Customer 9,Product A,11,72.55920558,798.1512614
2020,Jan,Customer 214,Product A,17,72.55920558,1233.506495
2020,Jan,Customer 436,Product A,21,72.55920558,1523.743317
2020,Jan,Customer 241,Product A,63,72.55920558,4571.229952
2020,Jan,Customer 292,Product A,88,72.55920558,6385.210091
2020,Jan,Customer 271,Product C,70,87.09591868,6096.714308
2020,Jan,Customer 407,Product B,39,90.00859829,3510.335333
2020,Jan,Customer 313,Product A,34,72.55920558,2467.01299
2020,Jan,Customer 477,Product A,13,72.55920558,943.2696725
2020,Jan,Customer 340,Product D,3,24.47930621,73.43791863
2020,Jan,Customer 49,Product D,47,24.47930621,1150.527392
2020,Jan,Customer 192,Product A,81,72.55920558,5877.295652
2020,Jan,Customer 271,Product D,32,24.47930621,783.3377987
2020,Jan,Customer 452,Product B,83,90.00859829,7470.713658
2020,Jan,Customer 419,Product B,33,90.00859829,2970.283744
2020,Jan,Customer 189,Product D,88,24.47930621,2154.178946
2020,Jan,Customer 339,Product A,97,72.55920558,7038.242941
2020,Jan,Customer 339,Product E,65,62.53435625,4064.733156
2020,Jan,Customer 336,Product E,64,62.53435625,4002.1988
2020,Jan,Customer 147,Product D,80,24.47930621,1958.344497
2020,Jan,Customer 458,Product A,20,72.55920558,1451.184112
2020,Jan,Customer 428,Product B,22,90.00859829,1980.189162
2020,Jan,Customer 485,Product C,16,87.09591868,1393.534699
2020,Jan,Customer 179,Product B,80,90.00859829,7200.687863
2020,Jan,Customer 481,Product A,12,72.55920558,870.710467
2020,Jan,Customer 331,Product E,27,62.53435625,1688.427619
2020,Jan,Customer 390,Product A,5,72.55920558,362.7960279
2020,Jan,Customer 334,Product E,59,62.53435625,3689.527019
2020,Jan,Customer 50,Product A,19,72.55920558,1378.624906
2020,Jan,Customer 379,Product B,94,90.00859829,8460.808239
2020,Jan,Customer 452,Product A,13,72.55920558,943.2696725
2020,Jan,Customer 391,Product C,54,87.09591868,4703.179609
2020,Jan,Customer 404,Product E,24,62.53435625,1500.82455
2020,Jan,Customer 202,Product A,57,72.55920558,4135.874718
2020,Jan,Customer 62,Product E,74,62.53435625,4627.542363
2020,Jan,Customer 6,Product B,69,90.00859829,6210.593282
2020,Jan,Customer 169,Product E,82,62.53435625,5127.817213
2020,Jan,Customer 425,Product A,91,72.55920558,6602.887708
2020,Jan,Customer 71,Product C,3,87.09591868,261.287756
2020,Jan,Customer 345,Product C,80,87.09591868,6967.673494
2020,Jan,Customer 280,Product B,38,90.00859829,3420.326735
2020,Jan,Customer 427,Product C,29,87.09591868,2525.781642
2020,Jan,Customer 20,Product C,41,87.09591868,3570.932666
2020,Jan,Customer 108,Product C,84,87.09591868,7316.057169
2020,Jan,Customer 322,Product E,34,62.53435625,2126.168113
2020,Jan,Customer 134,Product C,10,87.09591868,870.9591868
2020,Jan,Customer 352,Product A,59,72.55920558,4280.993129
2020,Jan,Customer 258,Product E,68,62.53435625,4252.336225
2020,Jan,Customer 154,Product A,10,72.55920558,725.5920558
2020,Jan,Customer 315,Product C,48,87.09591868,4180.604097
2020,Jan,Customer 248,Product D,98,24.47930621,2398.972009
2020,Jan,Customer 493,Product D,65,24.47930621,1591.154904
2020,Jan,Customer 68,Product A,9,72.55920558,653.0328502
2020,Jan,Customer 385,Product B,36,90.00859829,3240.309538
2020,Jan,Customer 46,Product B,32,90.00859829,2880.275145
2020,Jan,Customer 176,Product A,74,72.55920558,5369.381213
2020,Jan,Customer 54,Product B,35,90.00859829,3150.30094
2020,Jan,Customer 341,Product A,28,72.55920558,2031.657756
2020,Jan,Customer 132,Product E,73,62.53435625,4565.008006
2020,Jan,Customer 403,Product D,17,24.47930621,416.1482056
2020,Jan,Customer 41,Product B,50,90.00859829,4500.429915
2020,Jan,Customer 168,Product A,23,72.55920558,1668.861728
2020,Jan,Customer 436,Product A,69,72.55920558,5006.585185
2020,Jan,Customer 290,Product C,61,87.09591868,5312.851039
2020,Jan,Customer 318,Product B,33,90.00859829,2970.283744
2020,Jan,Customer 338,Product B,82,90.00859829,7380.70506
2020,Jan,Customer 275,Product D,59,24.47930621,1444.279066
2020,Jan,Customer 174,Product C,74,87.09591868,6445.097982
2020,Jan,Customer 376,Product C,8,87.09591868,696.7673494
2020,Jan,Customer 490,Product A,73,72.55920558,5296.822007
2020,Jan,Customer 107,Product A,39,72.55920558,2829.809018
2020,Jan,Customer 284,Product A,54,72.55920558,3918.197101
2020,Jan,Customer 338,Product C,85,87.09591868,7403.153088
2020,Jan,Customer 58,Product C,60,87.09591868,5225.755121
2020,Jan,Customer 168,Product D,37,24.47930621,905.7343298
2020,Jan,Customer 18,Product B,63,90.00859829,5670.541692
2020,Jan,Customer 139,Product B,57,90.00859829,5130.490103
2020,Jan,Customer 214,Product E,54,62.53435625,3376.855238
2020,Jan,Customer 476,Product A,55,72.55920558,3990.756307
2020,Jan,Customer 422,Product B,1,90.00859829,90.00859829
2020,Feb,Customer 341,Product E,5,62.53435625,312.6717813
2020,Feb,Customer 348,Product E,71,62.53435625,4439.939294
2020,Feb,Customer 303,Product D,83,24.47930621,2031.782415
2020,Feb,Customer 69,Product A,68,72.55920558,4934.025979
2020,Feb,Customer 283,Product B,23,90.00859829,2070.197761
2020,Feb,Customer 61,Product B,52,90.00859829,4680.447111
2020,Feb,Customer 237,Product E,36,62.53435625,2251.236825
2020,Feb,Customer 177,Product B,58,90.00859829,5220.498701
2020,Feb,Customer 97,Product A,85,72.55920558,6167.532474
2020,Feb,Customer 6,Product C,35,87.09591868,3048.357154
2020,Feb,Customer 425,Product E,42,62.53435625,2626.442963
2020,Feb,Customer 76,Product C,30,87.09591868,2612.87756
2020,Feb,Customer 214,Product A,29,72.55920558,2104.216962
2020,Feb,Customer 87,Product E,32,62.53435625,2001.0994
2020,Feb,Customer 495,Product E,17,62.53435625,1063.084056
2020,Feb,Customer 85,Product B,6,90.00859829,540.0515897
2020,Feb,Customer 94,Product A,30,72.55920558,2176.776167
2020,Feb,Customer 235,Product B,78,90.00859829,7020.670667
2020,Feb,Customer 495,Product D,36,24.47930621,881.2550236
2020,Feb,Customer 234,Product D,11,24.47930621,269.2723683
2020,Feb,Customer 247,Product C,15,87.09591868,1306.43878
2020,Feb,Customer 152,Product C,9,87.09591868,783.8632681
2020,Feb,Customer 446,Product A,19,72.55920558,1378.624906
2020,Feb,Customer 424,Product B,65,90.00859829,5850.558889
2020,Feb,Customer 354,Product C,13,87.09591868,1132.246943
2020,Feb,Customer 418,Product E,48,62.53435625,3001.6491
2020,Feb,Customer 48,Product A,64,72.55920558,4643.789157
2020,Feb,Customer 295,Product B,17,90.00859829,1530.146171
2020,Feb,Customer 325,Product B,49,90.00859829,4410.421316
2020,Feb,Customer 314,Product A,53,72.55920558,3845.637896
2020,Feb,Customer 62,Product A,43,72.55920558,3120.04584
2020,Feb,Customer 253,Product C,79,87.09591868,6880.577576
2020,Feb,Customer 491,Product B,16,90.00859829,1440.137573
2020,Feb,Customer 156,Product A,56,72.55920558,4063.315512
2020,Feb,Customer 86,Product A,51,72.55920558,3700.519485
2020,Feb,Customer 199,Product E,83,62.53435625,5190.351569
2020,Feb,Customer 425,Product E,15,62.53435625,938.0153438
2020,Feb,Customer 181,Product A,18,72.55920558,1306.0657
2020,Feb,Customer 48,Product B,96,90.00859829,8640.825436
2020,Feb,Customer 6,Product D,57,24.47930621,1395.320454
2020,Feb,Customer 335,Product D,57,24.47930621,1395.320454
2020,Feb,Customer 82,Product B,77,90.00859829,6930.662068
2020,Feb,Customer 335,Product D,64,24.47930621,1566.675597
2020,Feb,Customer 234,Product E,67,62.53435625,4189.801869
2020,Feb,Customer 182,Product C,55,87.09591868,4790.275527
2020,Feb,Customer 60,Product D,75,24.47930621,1835.947966
2020,Feb,Customer 107,Product C,30,87.09591868,2612.87756
2020,Feb,Customer 62,Product A,9,72.55920558,653.0328502
2020,Feb,Customer 124,Product B,61,90.00859829,5490.524496
2020,Feb,Customer 48,Product A,36,72.55920558,2612.131401
2020,Feb,Customer 250,Product B,45,90.00859829,4050.386923
2020,Feb,Customer 480,Product B,81,90.00859829,7290.696461
2020,Feb,Customer 211,Product D,29,24.47930621,709.8998801
2020,Feb,Customer 92,Product A,92,72.55920558,6675.446913
2020,Feb,Customer 442,Product A,16,72.55920558,1160.947289
2020,Feb,Customer 387,Product E,64,62.53435625,4002.1988
2020,Feb,Customer 490,Product E,86,62.53435625,5377.954638
2020,Feb,Customer 332,Product B,61,90.00859829,5490.524496
2020,Feb,Customer 54,Product C,57,87.09591868,4964.467365
2020,Feb,Customer 443,Product B,94,90.00859829,8460.808239
2020,Feb,Customer 138,Product D,11,24.47930621,269.2723683
2020,Feb,Customer 81,Product B,2,90.00859829,180.0171966
2020,Feb,Customer 371,Product B,23,90.00859829,2070.197761
2020,Feb,Customer 224,Product A,62,72.55920558,4498.670746
2020,Feb,Customer 239,Product C,38,87.09591868,3309.64491
2020,Feb,Customer 61,Product A,94,72.55920558,6820.565325
2020,Feb,Customer 156,Product E,13,62.53435625,812.9466313
2020,Feb,Customer 391,Product B,53,90.00859829,4770.455709
2020,Feb,Customer 388,Product D,84,24.47930621,2056.261722
2020,Feb,Customer 28,Product A,37,72.55920558,2684.690606
2020,Feb,Customer 70,Product E,21,62.53435625,1313.221481
2020,Feb,Customer 79,Product E,60,62.53435625,3752.061375
2020,Feb,Customer 178,Product A,56,72.55920558,4063.315512
2020,Feb,Customer 232,Product E,71,62.53435625,4439.939294
2020,Feb,Customer 230,Product B,2,90.00859829,180.0171966
2020,Feb,Customer 481,Product E,38,62.53435625,2376.305538
2020,Feb,Customer 276,Product D,43,24.47930621,1052.610167
2020,Feb,Customer 91,Product E,74,62.53435625,4627.542363
2020,Feb,Customer 347,Product C,95,87.09591868,8274.112275
2020,Feb,Customer 253,Product E,35,62.53435625,2188.702469
2020,Feb,Customer 187,Product E,54,62.53435625,3376.855238
2020,Feb,Customer 304,Product E,35,62.53435625,2188.702469
2020,Feb,Customer 415,Product B,49,90.00859829,4410.421316
2020,Mar,Customer 416,Product C,58,87.09591868,5051.563283
2020,Mar,Customer 208,Product E,85,62.53435625,5315.420281
2020,Mar,Customer 339,Product A,68,72.55920558,4934.025979
2020,Mar,Customer 383,Product C,43,87.09591868,3745.124503
2020,Mar,Customer 61,Product C,25,87.09591868,2177.397967
2020,Mar,Customer 211,Product C,98,87.09591868,8535.400031
2020,Mar,Customer 197,Product C,5,87.09591868,435.4795934
2020,Mar,Customer 268,Product B,4,90.00859829,360.0343932
2020,Mar,Customer 170,Product D,38,24.47930621,930.213636
2020,Mar,Customer 203,Product C,61,87.09591868,5312.851039
2020,Mar,Customer 55,Product B,87,90.00859829,7830.748051
2020,Mar,Customer 428,Product E,87,62.53435625,5440.488994
2020,Mar,Customer 345,Product A,54,72.55920558,3918.197101
2020,Mar,Customer 339,Product A,64,72.55920558,4643.789157
2020,Mar,Customer 193,Product D,22,24.47930621,538.5447366
2020,Mar,Customer 431,Product A,93,72.55920558,6748.006119
2020,Mar,Customer 434,Product D,50,24.47930621,1223.965311
2020,Mar,Customer 375,Product C,43,87.09591868,3745.124503
2020,Mar,Customer 296,Product D,94,24.47930621,2301.054784
2020,Mar,Customer 156,Product B,94,90.00859829,8460.808239
2020,Mar,Customer 322,Product E,49,62.53435625,3064.183456
2020,Mar,Customer 292,Product B,75,90.00859829,6750.644872
2020,Mar,Customer 424,Product C,22,87.09591868,1916.110211
2020,Mar,Customer 29,Product B,30,90.00859829,2700.257949
2020,Mar,Customer 340,Product D,55,24.47930621,1346.361842
2020,Mar,Customer 318,Product C,7,87.09591868,609.6714308
2020,Mar,Customer 443,Product C,53,87.09591868,4616.08369
2020,Mar,Customer 256,Product A,35,72.55920558,2539.572195
2020,Mar,Customer 293,Product B,81,90.00859829,7290.696461
2020,Mar,Customer 119,Product A,8,72.55920558,580.4736446
2020,Mar,Customer 373,Product D,53,24.47930621,1297.403229
2020,Mar,Customer 433,Product A,64,72.55920558,4643.789157
2020,Mar,Customer 413,Product C,11,87.09591868,958.0551055
2020,Mar,Customer 71,Product D,58,24.47930621,1419.79976
2020,Mar,Customer 276,Product B,88,90.00859829,7920.75665
2020,Mar,Customer 52,Product E,84,62.53435625,5252.885925
2020,Mar,Customer 126,Product A,40,72.55920558,2902.368223
2020,Mar,Customer 236,Product C,64,87.09591868,5574.138796
2020,Mar,Customer 350,Product D,10,24.47930621,244.7930621
2020,Mar,Customer 49,Product D,13,24.47930621,318.2309807
2020,Mar,Customer 101,Product B,86,90.00859829,7740.739453
2020,Mar,Customer 338,Product B,31,90.00859829,2790.266547
2020,Mar,Customer 476,Product E,64,62.53435625,4002.1988
2020,Mar,Customer 424,Product C,44,87.09591868,3832.220422
2020,Mar,Customer 446,Product A,65,72.55920558,4716.348363
2020,Mar,Customer 479,Product B,57,90.00859829,5130.490103
2020,Mar,Customer 181,Product B,9,90.00859829,810.0773846
2020,Mar,Customer 89,Product B,76,90.00859829,6840.65347
2020,Mar,Customer 399,Product B,15,90.00859829,1350.128974
2020,Mar,Customer 167,Product E,81,62.53435625,5065.282856
2020,Mar,Customer 40,Product D,90,24.47930621,2203.137559
2020,Mar,Customer 82,Product E,80,62.53435625,5002.7485
2020,Mar,Customer 332,Product D,38,24.47930621,930.213636
2020,Mar,Customer 327,Product A,99,72.55920558,7183.361352
2020,Mar,Customer 400,Product D,59,24.47930621,1444.279066
2020,Mar,Customer 318,Product E,81,62.53435625,5065.282856
2020,Mar,Customer 390,Product C,77,87.09591868,6706.385738
2020,Mar,Customer 346,Product D,39,24.47930621,954.6929422
2020,Mar,Customer 333,Product C,63,87.09591868,5487.042877
2020,Mar,Customer 220,Product E,94,62.53435625,5878.229488
2020,Mar,Customer 131,Product E,98,62.53435625,6128.366913
2020,Mar,Customer 96,Product E,38,62.53435625,2376.305538
2020,Mar,Customer 72,Product A,6,72.55920558,435.3552335
2020,Mar,Customer 99,Product B,3,90.00859829,270.0257949
2020,Mar,Customer 76,Product A,59,72.55920558,4280.993129
2020,Mar,Customer 255,Product E,62,62.53435625,3877.130088
2020,Mar,Customer 127,Product A,31,72.55920558,2249.335373
2020,Mar,Customer 250,Product D,22,24.47930621,538.5447366
2020,Mar,Customer 45,Product B,49,90.00859829,4410.421316
2020,Mar,Customer 205,Product A,54,72.55920558,3918.197101
2020,Mar,Customer 385,Product E,17,62.53435625,1063.084056
2020,Mar,Customer 328,Product B,91,90.00859829,8190.782444
2020,Mar,Customer 174,Product C,90,87.09591868,7838.632681
2020,Mar,Customer 269,Product E,28,62.53435625,1750.961975
2020,Mar,Customer 272,Product B,82,90.00859829,7380.70506
2020,Mar,Customer 286,Product E,96,62.53435625,6003.2982
2020,Mar,Customer 238,Product B,13,90.00859829,1170.111778
2020,Mar,Customer 94,Product E,55,62.53435625,3439.389594
2020,Mar,Customer 467,Product D,15,24.47930621,367.1895932
2020,Mar,Customer 202,Product D,95,24.47930621,2325.53409
2020,Mar,Customer 384,Product D,30,24.47930621,734.3791863
2020,Mar,Customer 308,Product A,54,72.55920558,3918.197101
2020,Mar,Customer 44,Product C,75,87.09591868,6532.193901
2020,Apr,Customer 265,Product D,97,24.47930621,2374.492702
2020,Apr,Customer 441,Product C,62,87.09591868,5399.946958
2020,Apr,Customer 107,Product B,62,90.00859829,5580.533094
2020,Apr,Customer 103,Product C,95,87.09591868,8274.112275
2020,Apr,Customer 416,Product B,93,90.00859829,8370.799641
2020,Apr,Customer 424,Product B,37,90.00859829,3330.318137
2020,Apr,Customer 499,Product A,49,72.55920558,3555.401073
2020,Apr,Customer 139,Product A,21,72.55920558,1523.743317
2020,Apr,Customer 63,Product C,28,87.09591868,2438.685723
2020,Apr,Customer 6,Product C,56,87.09591868,4877.371446
2020,Apr,Customer 450,Product E,68,62.53435625,4252.336225
2020,Apr,Customer 177,Product C,36,87.09591868,3135.453072
2020,Apr,Customer 308,Product B,32,90.00859829,2880.275145
2020,Apr,Customer 228,Product D,83,24.47930621,2031.782415
2020,Apr,Customer 355,Product C,28,87.09591868,2438.685723
2020,Apr,Customer 210,Product A,63,72.55920558,4571.229952
2020,Apr,Customer 472,Product B,4,90.00859829,360.0343932
2020,Apr,Customer 411,Product A,16,72.55920558,1160.947289
2020,Apr,Customer 287,Product E,25,62.53435625,1563.358906
2020,Apr,Customer 67,Product B,24,90.00859829,2160.206359
2020,Apr,Customer 490,Product A,26,72.55920558,1886.539345
2020,Apr,Customer 360,Product B,83,90.00859829,7470.713658
2020,Apr,Customer 5,Product C,58,87.09591868,5051.563283
2020,Apr,Customer 113,Product C,76,87.09591868,6619.28982
2020,Apr,Customer 44,Product B,47,90.00859829,4230.40412
2020,Apr,Customer 351,Product B,84,90.00859829,7560.722256
2020,Apr,Customer 132,Product A,89,72.55920558,6457.769297
2020,Apr,Customer 387,Product B,21,90.00859829,1890.180564
2020,Apr,Customer 433,Product D,86,24.47930621,2105.220334
2020,Apr,Customer 481,Product D,38,24.47930621,930.213636
2020,Apr,Customer 250,Product D,79,24.47930621,1933.865191
2020,Apr,Customer 277,Product A,5,72.55920558,362.7960279
2020,Apr,Customer 363,Product D,47,24.47930621,1150.527392
2020,Apr,Customer 91,Product B,21,90.00859829,1890.180564
2020,Apr,Customer 214,Product C,40,87.09591868,3483.836747
2020,Apr,Customer 345,Product D,72,24.47930621,1762.510047
2020,Apr,Customer 61,Product E,53,62.53435625,3314.320881
2020,Apr,Customer 56,Product C,93,87.09591868,8099.920437
2020,Apr,Customer 59,Product B,65,90.00859829,5850.558889
2020,Apr,Customer 307,Product C,92,87.09591868,8012.824519
2020,Apr,Customer 423,Product B,77,90.00859829,6930.662068
2020,Apr,Customer 447,Product E,54,62.53435625,3376.855238
2020,Apr,Customer 94,Product A,95,72.55920558,6893.12453
2020,Apr,Customer 184,Product B,31,90.00859829,2790.266547
2020,Apr,Customer 76,Product A,55,72.55920558,3990.756307
2020,Apr,Customer 101,Product A,65,72.55920558,4716.348363
2020,Apr,Customer 490,Product B,21,90.00859829,1890.180564
2020,Apr,Customer 22,Product C,80,87.09591868,6967.673494
2020,Apr,Customer 175,Product A,17,72.55920558,1233.506495
2020,Apr,Customer 141,Product A,38,72.55920558,2757.249812
2020,Apr,Customer 78,Product E,6,62.53435625,375.2061375
2020,Apr,Customer 14,Product E,15,62.53435625,938.0153438
2020,Apr,Customer 283,Product E,31,62.53435625,1938.565044
2020,Apr,Customer 163,Product D,6,24.47930621,146.8758373
2020,Apr,Customer 58,Product A,23,72.55920558,1668.861728
2020,Apr,Customer 26,Product E,90,62.53435625,5628.092063
2020,Apr,Customer 198,Product C,64,87.09591868,5574.138796
2020,Apr,Customer 388,Product A,14,72.55920558,1015.828878
2020,Apr,Customer 391,Product D,15,24.47930621,367.1895932
2020,Apr,Customer 491,Product D,35,24.47930621,856.7757174
2020,Apr,Customer 403,Product D,35,24.47930621,856.7757174
2020,Apr,Customer 432,Product D,24,24.47930621,587.503349
2020,Apr,Customer 145,Product C,50,87.09591868,4354.795934
2020,Apr,Customer 288,Product D,13,24.47930621,318.2309807
2020,Apr,Customer 128,Product E,79,62.53435625,4940.214144
2020,Apr,Customer 324,Product C,80,87.09591868,6967.673494
2020,Apr,Customer 190,Product D,45,24.47930621,1101.568779
2020,Apr,Customer 352,Product E,66,62.53435625,4127.267513
2020,Apr,Customer 246,Product C,31,87.09591868,2699.973479
2020,Apr,Customer 45,Product B,8,90.00859829,720.0687863
2020,Apr,Customer 364,Product C,57,87.09591868,4964.467365
2020,Apr,Customer 286,Product B,18,90.00859829,1620.154769
2020,Apr,Customer 373,Product E,39,62.53435625,2438.839894
2020,Apr,Customer 171,Product E,23,62.53435625,1438.290194
2020,Apr,Customer 390,Product B,4,90.00859829,360.0343932
2020,Apr,Customer 6,Product B,18,90.00859829,1620.154769
2020,Apr,Customer 378,Product A,74,72.55920558,5369.381213
2020,Apr,Customer 112,Product C,63,87.09591868,5487.042877
2020,Apr,Customer 139,Product C,17,87.09591868,1480.630618
2020,Apr,Customer 447,Product D,81,24.47930621,1982.823803
2020,Apr,Customer 389,Product C,22,87.09591868,1916.110211
2020,Apr,Customer 150,Product C,77,87.09591868,6706.385738
2020,Apr,Customer 3,Product A,60,72.55920558,4353.552335
2020,May,Customer 270,Product A,18,72.55920558,1306.0657
2020,May,Customer 233,Product A,23,72.55920558,1668.861728
2020,May,Customer 125,Product E,47,62.53435625,2939.114744
2020,May,Customer 215,Product A,28,72.55920558,2031.657756
