Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
1067700000,30000,1329639,LasCondes,Metroescuelamilitar,8,4,274,610,5,10272240,Unne
782980000,22000,975068,LoBarnechea,PadreTedHuard/CaminoReal,5,3,225,610,,9538925,Propiedades Ricardo Vial y Cia. Ltda.
1067700000,30000,1329639,LasCondes,Felizdeamesti,6,3,300,610,6,9332155,VALVAL
701123000,19700,873130,LoBarnechea,CalleParque/Av.LaDehesa,5,5,215,611,3,12268123,Viel Propiedades dos Ltda.
701123000,19700,873130,LoBarnechea,CalleParque/AvenidaLaDehesa,4,3,215,611,,9952796,Francisco Vial Propiedades
654500100,18390,815069,Santiago,MetroParqueO´Higgins,1,,1,613,,11134977,Nexxos
225000000,6322,280199,PuenteAlto,Charlesaránguizcongebbinghausexcelentecasa4dorm1baño613m2,4,1,113,613,3,11464066,Grupo Premium Propiedades Santiago
697208100,19590,868254,LoBarnechea,Av.Pieandino/av.Ladehesa,5,4,214,614,2,12244459,Viel Propiedades dos Ltda.
765185000,21500,952908,Santiago,CajondelMaipo,7,5,614,614,,5440263,Urbalia
1067700000,30000,1329639,LasCondes,Chesterton/PadreHurtado,9,4,298,614,7,11143767,Nexxos
782980000,22000,975068,Providencia,LosConquistadores/CarlosCasanueva,8,6,373,615,2,12231390,Viel Propiedades dos Ltda.
576558000,16200,718005,LasCondes,LasCondes/Chesterton,3,3,164,615,2,6099942,Sucursal Cantagallo
450569400,12660,561108,LaFlorida,Ventacasadospisosaltomacullaflorida,5,3,250,615,3,10212881,Movahome Corredores Integrados
1601550000,45000,1994458,LoBarnechea,loscanonigos,6,4,618,618,7,11924765,Corredores Asociados - OpenBrokers
487583000,13700,607202,Colina,PiedraRoja,4,3,170,618,2,11122020,Nexxos
494701000,13900,616066,Colina,Condominio!Av.Chamisero/LaHondonada,5,5,166,619,2,12267973,Viel Propiedades dos Ltda.
505378000,14200,629362,Colina,Oportunidad//pasajelaquebradanorte//chamisero,4,5,166,619,3,10629157,Unne
494701000,13900,616066,Colina,PasajelaQuebradaNorte,5,4,168,619,4,9942889,Unne
818570000,23000,1019390,LoBarnechea,LosTrapenses,5,3,225,619,2,9245565,Sucursal Cantagallo
533850000,15000,664819,Macul,Lasdalias,5,2,200,620,6,12134199,Agustín Fuenzalida Propiedades
569475590,16001,709185,Colina,condominiolosmaderos,3,2,164,620,,9598969,Unne
1067700000,30000,1329639,LaReina,AlcaldeCastilloVelasco10726,6,6,400,620,8,7454789,Unne
710732300,19970,885096,LasCondes,LatadiaconVespucio,6,4,320,620,4,11278181,Unne
1024992000,28800,1276453,LasCondes,Elremanso/sancarlosdeapoquindo,5,5,292,620,3,5716837,Foix Realty 100
462670000,13000,576177,Macul,Corral,5,2,198,624,4,8385520,Houm
462670000,13000,576177,Macul,QuilinentreMaculyElLibano,5,2,197,624,,9329726,Mi Llave
889750000,25000,1108032,LasCondes,VitalApoquindo,5,5,295,625,2,12184831,Agustín Fuenzalida Propiedades
672651000,18900,837672,Peñalolén,Laspircas,4,4,200,625,3,11106769,ProUrbe Manquehue
480465000,13500,598337,Ñuñoa,SimónBolívar2550,2,2,100,625,4,11666499,Nexxos
640620000,18000,797783,Peñalolén,Av.Quilin11.100casa58cond.Lascumbre,5,4,200,625,2,11651220,Nexxos
996520000,28000,1240996,LasCondes,CaminoLaFuente,4,5,250,625,5,5985173,Houm
640620000,18000,797783,Peñalolén,CondominioLasPircas,5,5,200,625,3,11451367,Easyprop
1049905000,29500,1307478,Vitacura,Copan,6,5,250,627,1,12051984,Movahome Corredores Integrados
960930000,27000,1196675,Vitacura,ManquehueNorte,9,4,240,627,5,10925449,Kasalu Propiedades
1049905000,29500,1307478,Vitacura,Copan,6,5,250,627,4,11061359,Nexxos
889750000,25000,1108032,Vitacura,ManquehueNorte,5,4,219,627,5,8590465,Kasalu Propiedades
274043000,7700,341274,Colina,CondominioLaDoma,3,3,140,628,2,8074388,Easyprop
1618633200,45480,2015733,LoBarnechea,Avpaseopieandino/panoramicanorteysur,4,4,358,628,1,7057029,Propiedades Jose Fco. Montalva y Cía. Ltda.
499000000,14021,621420,SanMiguel,AngelGuarelo,5,3,245,630,,12297836,Invictus Spa
686887000,19300,855401,LasCondes,Luismattelarraín-sectorlosdominicos,4,3,168,630,,12247872,Movahome Corredores Integrados
450213500,12650,560664,Colina,¡100%nuevo!/josérabat-piedraroja,3,3,140,630,2,6569653,Alonso Baeza Rivera y Cía. Ltda.
729595000,20500,908587,Colina,PiedraRoja,4,5,255,630,5,11121534,Nexxos
499000000,14021,621420,SanMiguel,Avteresavial-metrolovialag56145/avjosémiguelcarrera,6,3,245,630,,6290917,Propiedades Centro Santiago SPA
1014315000,28500,1263157,LasCondes,CondominioCumbreSanDamianAmoblado,6,5,317,630,4,9929496,Unne
1156710590,32501,1440486,LoBarnechea,ProyectoPraderasLaDehesa-Huinganal,4,4,295,631,,12246250,OSSANDON CORREDORES ASOCIADOS S.A.
466229000,13100,580609,LaFlorida,Altomacul,5,5,190,631,3,9490434,Unne
466229000,13100,580609,LaFlorida,Av.MaculAltoconCamdelPaisaje,5,5,190,631,3,9560420,Unne
466229000,13100,580609,LaFlorida,AvenidaMaculAlto,5,6,220,631,4,10060051,Houm
996164100,27990,1240553,LasCondes,PiedraRoja,5,4,259,633,4,12248881,Agustín Fuenzalida Propiedades
864837000,24300,1077007,LoBarnechea,avladehesa,4,3,254,635,2,12129197,CASAMAR PARTNERS
864837000,24300,1077007,LoBarnechea,avladehesa,4,3,254,635,2,11806791,CASAMAR PARTNERS
563745600,15840,702049,Huechuraba,Conelarrayan,5,4,190,635,2,8601625,Unne
653432400,18360,813739,Ñuñoa,Exequielfernandez,3,2,288,636,2,10092325,Easyprop
605030000,17000,753462,Colina,Crespones47,4,4,235,636,,6862627,Unne
526732000,14800,655955,Ñuñoa,ExequielFernández,3,2,250,636,3,11182452,Nexxos
640620000,18000,797783,LaReina,ColegioSantoDomingo/AlvaroCasanova,6,5,202,638,,12281114,Manterola Propiedades.
640620000,18000,797783,LaReina,Hermosacasanuevaencondominio,6,5,202,638,,6352986,Mantian Propiedades
229555500,6450,285872,LaGranja,Lagranja,4,2,240,640,4,11977647,Corredores Asociados - OpenBrokers
932458000,26200,1161218,Vitacura,Borderío,4,3,280,640,4,5154571,Unne
546306500,15350,680332,Colina,¡preciorebajado!/piedraroja,3,4,208,641,3,6755663,Alonso Baeza Rivera y Cía. Ltda.
480465000,13500,598337,SanMiguel,AvenidaJoséJoaquínPrieto,5,2,500,641,4,8176058,
391134100,10990,487091,Pudahuel,ElRodeo1674,3,4,243,643,2,7005552,
1590161200,44680,1980275,LoBarnechea,Avpaseopieandino/panoramicanorteysur,4,4,358,644,1,7057019,Propiedades Jose Fco. Montalva y Cía. Ltda.
785435710,22069,978127,Ñuñoa,Campodedeportes/Grecia,5,4,230,645,1,6799844,Jorge Pablo Caro Propiedades
551645000,15500,686980,Ñuñoa,Valparaíso,4,3,200,648,4,7050927,Platoni y Bonet Propiedades
726036000,20400,904154,LoBarnechea,Acuadrasdelportal,6,3,250,649,6,12307026,OSSANDON CORREDORES ASOCIADOS S.A.
640264100,17990,797340,Colina,Casamediterráneacomonueva/pieandino,4,3,245,650,,10175779,Francisco Vial Propiedades
1281240000,36000,1595567,LoBarnechea,Espectacularcasadelujoenlobarnechea,5,5,360,650,,11928985,Movahome Corredores Integrados
747390000,21000,930747,Colina,PiedraRoja/Chicureo,4,5,240,650,3,11886914,Unne
726036000,20400,904154,LoBarnechea,Av.Ladehesa/golflomasdeladehesa,7,4,255,650,,5716956,Foix Realty 100
459111000,12900,571745,Colina,LaReservaChicureoColina,2,3,173,650,6,8558817,Unne
373695000,10500,465374,SanBernardo,Sanbernado,4,3,120,650,6,11605225,Mi Llave
207062620,5818,257861,IsladeMaipo,Islademaipo,5,2,140,650,4,6228920,Urbalia
649000000,18235,808219,Peñalolén,Casa5dormitorios,5,5,200,650,,10548722,Movahome Corredores Integrados
658415000,18500,819944,Peñalolén,AlvaroCasanova,5,5,200,650,3,10557848,Unne
725680100,20390,903711,LoBarnechea,BernardoLarrain/Av.LaDehesa,6,3,255,650,7,6335297,Propiedades Ricardo Vial y Cia. Ltda.
440000000,12363,547945,SanMiguel,Ciudaddelniño,3,2,120,650,,10841631,Tsi Property
390000000,10958,485679,Macul,loslimoneroconRamóncruzMontt,3,1,650,650,8,9406769,Unne
526732000,14800,655955,Colina,CondominioLosCandiles/PadreSergioCorrea,3,3,160,650,6,11417130,Mi Llave
213540000,6000,265928,ElMonte,ZozimoErrazurizAG/LosCarreras,4,3,112,650,,6853881,Propiedades Centro Santiago SPA
569084100,15990,708698,Colina,AvenidaJoserabat,3,3,164,650,3,9865828,Mi Llave
818570000,23000,1019390,LoBarnechea,CaminodelChin,4,4,260,650,2,6557679,Unne
818570000,23000,1019390,LoBarnechea,CaminodelAltar4655,3,3,220,650,2,9965141,
540000000,15173,672478,Independencia,maruri344,27,6,651,651,,11244076,Todo Propiedades
989402000,27800,1232132,Vitacura,LosGomeros-CasaremodeladaenVitacura,6,4,243,652,6,7019201,Sucursal Cantagallo
355900000,10000,443213,LaCisterna,FuenzalidaUrrejola,4,1,100,654,14,11677039,Easyprop
409285000,11500,509695,PuenteAlto,Conchaytoro/eyzaguirre,2,1,305,654,,9305169,Grupo Premium Propiedades Santiago
567660500,15950,706925,Colina,PiedrarojaQuebradaelmanzano,3,3,178,656,2,11089797,Nexxos
775862000,21800,966204,Ñuñoa,CoventryconSimónBolivar,6,4,250,660,2,12221190,Bofill y  Asociados Ltda
782980000,22000,975068,SanMiguel,Coyhaique,3,1,112,660,2,11239335,Todo Propiedades
790000000,22197,983811,SanMiguel,CoyhaiqueCasiEsquinaSanIgnacio,3,1,112,660,2,11239308,Todo Propiedades
921781000,25900,1147922,Providencia,PedrodeValdiviaNorte,4,3,218,660,4,11160127,Nexxos
921781000,25900,1147922,Providencia,MA-Grancasa218/660m2en3nivelesPiscina,4,3,218,660,4,11160367,Nexxos
658415000,18500,819944,Peñalolén,Laspircas,5,5,220,660,3,11451306,Easyprop
373695000,10500,465374,SanBernardo,Eyzaguirre1210,10,4,200,662,8,10680700,
539188500,15150,671468,Colina,LasFlores,3,3,170,662,4,10111586,Cruz Balmaceda
957371000,26900,1192243,LasCondes,Entrepadrehurtadoylosdominicos,7,5,280,662,2,9045352,Mi Llave
953812000,26800,1187811,LasCondes,FélixDeAmesti/DelInca,6,5,456,666,3,12154520,Viel Propiedades dos Ltda.
953812000,26800,1187811,LasCondes,FelixdeAmesti/LaCapitanía,4,4,456,666,2,6300544,Unne
854160000,24000,1063711,LoBarnechea,Excentecasacaminocentral/av.Ladehesa,5,3,228,668,3,12233685,Lyon y Balmaceda Ltda.
1049905000,29500,1307478,LasCondes,Laforesta,6,5,390,668,5,12202079,Agustín Fuenzalida Propiedades
765185000,21500,952908,Ñuñoa,GarciaMoreno1000-1500,6,4,361,668,4,11756101,Easyprop
921781000,25900,1147922,LasCondes,MetroEscuelaMilitar,3,2,190,670,4,9637374,Sucursal Cantagallo
957371000,26900,1192243,LasCondes,Apoquindo,5,4,400,670,,8724676,Nativo Propiedades
1014315000,28500,1263157,LasCondes,Torremolinos/LosDominicos,7,4,380,670,7,6187345,Vivaqui Propiedades
638840500,17950,795567,Peñalolén,CasaenCondominio/LasPircas,5,4,250,670,4,10339423,Easyprop
1032110000,29000,1285318,LasCondes,FrayLuisdeLeón12250,6,5,360,670,4,11166620,Nexxos
164710520,4628,205119,Cerrillos,Terreno672mts2,2,1,51,672,6,9054922,Unne
551289100,15490,686537,Colina,piedraroja,3,3,170,674,2,12002520,Easyprop
373695000,10500,465374,QuintaNormal,Andes-EduardoCharme,4,3,226,678,2,8893994,Grupo Premium Propiedades Santiago
996520000,28000,1240996,LasCondes,LosDominicos,6,4,340,680,6,12038936,Cata Brochet
978725000,27500,1218836,Colina,CondominioLagares,5,6,680,680,13,11944172,Looff Propiedades
526732000,14800,655955,Colina,PiedraRoja,4,3,200,680,2,11769881,Easyprop
672651000,18900,837672,LoBarnechea,pedroliraurquieta,5,5,240,680,2,6384336,Unne
1085495000,30500,1351800,Vitacura,Lashualtatas/tabancura,8,3,365,680,,9581050,Propiedades Jose Fco. Montalva y Cía. Ltda.
1138524100,31990,1417838,LasCondes,Lavandulas-estoril,5,5,293,680,3,11163912,Nexxos
300000000,8429,373599,QuintaNormal,NuevaExtramadura(AG)/SalvadorGutierrez,4,2,144,680,,6405290,Propiedades Centro Santiago SPA
622825000,17500,775623,LoBarnechea,Elarrayán,3,3,450,680,3,11096252,Nexxos
658415000,18500,819944,Peñalolén,CondominioLasPircas,8,6,283,680,4,11451393,Easyprop
1032110000,29000,1285318,Vitacura,SantaMaríaPlano,6,5,332,683,3,12038784,Cata Brochet
701123000,19700,873130,LasCondes,Ivcentenario-arq.Ictinos,5,3,160,684,5,12239301,Viel la Dehesa SPA
832806000,23400,1037118,LoBarnechea,SantaBlanca/Capellania,4,1,180,685,,12245118,Viel Propiedades dos Ltda.
1831105500,51450,2280331,Vitacura,Parquebicentenario-avvitacura/franciscodeaguirre,4,6,500,686,18,9328662,Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
405726000,11400,505263,Macul,ExequielfernandezconLosOlmos,2,1,95,687,6,10502321,Mi Llave
676210000,19000,842105,Independencia,Generalsaavedra,5,4,689,689,10,8595557,Urbalia
676210000,19000,842105,Independencia,Generalsaavedra,5,4,689,689,10,9912723,Urbalia
800775000,22500,997229,LasCondes,CaminoSanAntonio,4,4,198,690,,12184607,Agustín Fuenzalida Propiedades
683328000,19200,850969,Santiago,Herrera,6,4,650,690,,6360871,Unne
918222000,25800,1143489,LasCondes,SanJosédelaSierra-Av.LasCondes,4,4,267,690,3,11165937,Nexxos
971607000,27300,1209971,LasCondes,SanJosedelaSierra,5,4,267,690,3,7224425,Labbe &  Pollier
320000000,8991,398506,SanMiguel,OctavaavenidaconGranAvenida,4,1,76,690,10,6639351,Unne
686887000,19300,855401,Santiago,CercanaaMatucanaConMartinezdeRozas,15,4,604,691,6,11099936,Nexxos
686887000,19300,855401,Santiago,CercanaaMatucanaConMartinezdeRozas,10,4,604,691,6,11042653,
2131841000,59900,2654846,LoBarnechea,ElRodeo/LoBarnechea,6,4,692,692,7,6097090,Sucursal Cantagallo
559901880,15732,697263,LasCondes,AlonsodeCamargo/RobertoPeragallo,4,3,114,693,6,9331352,Mi Llave
836365000,23500,1041550,LoBarnechea,DFlindacasamediterráneacondominiolosBravos,5,5,260,694,2,12269407,Nieto & Stone Propiedades
847042000,23800,1054847,LoBarnechea,AvenidaPieAndino,4,4,260,694,4,11649091,Todo Propiedades
836365000,23500,1041550,LoBarnechea,Condominiolosbravos,4,4,260,694,4,5159883,Unne
847042000,23800,1054847,LoBarnechea,AvenidaPieAndino,4,4,260,694,4,11223284,Todo Propiedades
1416482000,39800,1763988,LoBarnechea,panamericasurconavenidaLaDehesa,4,5,370,694,3,10173451,Easyprop
302515000,8500,376731,Pudahuel,LosAbedules1198,3,3,120,698,2,10075135,
318993170,8963,397252,Maipú,Maipú,3,1,70,699,2,8767064,Agente Propiedades
305000000,8570,379826,Maipú,Maipú,3,2,70,699,,11067029,Iroga Propiedades
1032110000,29000,1285318,LaReina,PalmasdeMallorca,7,6,260,700,4,9364512,
409534130,11507,510005,Maipú,ManuelRodríguez,5,2,,700,8,5964993,
743831000,20900,926315,LoBarnechea,CaminodelYunque,4,3,225,700,2,7086037,Platoni y Bonet Propiedades
832806000,23400,1037118,LoBarnechea,MonseñorAdolfoRodríguez/Av.LaDehesa,4,3,200,700,3,12290225,Bofill y  Asociados Ltda
1064141000,29900,1325207,LoBarnechea,ManquehueOriente,5,4,260,700,,12284052,Viel la Dehesa SPA
1156675000,32500,1440442,LoBarnechea,Losnogales,5,4,280,700,2,12161804,Viel la Dehesa SPA
306074000,8600,381163,LoBarnechea,Noespecifica,6,4,120,700,4,11990940,Corredores Asociados - OpenBrokers
782980000,22000,975068,LasCondes,SanCarlosdeApoquindo,6,5,210,700,2,11830197,Easyprop
996520000,28000,1240996,LoBarnechea,HuinganalMonseñorAdolfoRodriguez,5,5,300,700,3,6862030,Vivaqui Propiedades
747390000,21000,930747,ElBosque,balmaceda/padrehurtado,4,2,700,700,,8306728,Pro Partners Propiedades
389141060,10934,484609,SanJoaquín,Santiago,6,3,700,700,8,8955824,
200000000,5620,249066,SanMiguel,NovenaAvenida,4,3,,700,4,10074778,Margarita Leiva Catalan
800775000,22500,997229,LasCondes,CaminoSanAntonio,4,4,250,700,4,11226569,Todo Propiedades
871955000,24500,1085872,LoBarnechea,Pasajecerrado/caminoreal,6,5,348,700,,9952816,Francisco Vial Propiedades
125000000,3512,155666,Lampa,Lampa,5,2,140,700,2,5874058,Agente Propiedades
658415000,18500,819944,Peñalolén,Laspircas,5,6,280,700,3,9927117,Easyprop
1007197000,28300,1254293,LasCondes,JorgeVI-EstadioEspañol,5,4,257,700,5,11135628,Nexxos
1583755000,44500,1972298,Vitacura,SantaMaria/Condominio3casas,4,4,300,700,2,11139158,Nexxos
460000000,12925,572852,Maipú,Granpropiedadapasosdeltemplovotivodemaipu,4,2,140,700,,11099796,Nexxos
991181500,27850,1234348,LoBarnechea,CaminoLashualtatas,4,4,240,700,8,11087654,Nexxos
1170911000,32900,1458171,LoBarnechea,Avda.Panorámicaconelatardecer,6,5,300,700,4,11082764,Nexxos
672651000,18900,837672,Colina,PiedraRoja,5,5,245,700,2,9244298,Vivaqui Propiedades
1064141000,29900,1325207,Vitacura,Preciosacasa!!granoportunidad!!excelenteestado!!,5,6,370,700,2,8033324,Easyprop
996520000,28000,1240996,LoBarnechea,loslitres,6,6,200,700,2,9690138,Unne
300000000,8429,373599,SanMiguel,OctavaAvenidaYC61724/terceratransversal,3,2,100,700,1,10421178,Propiedades Centro Santiago SPA
818214100,22990,1018947,LaReina,SalvadorIzquierdoconNocedal,6,5,200,700,4,8951629,Unne
775862000,21800,966204,LoBarnechea,Avladehesa/clubmedico,5,3,220,700,3,8148882,Pro Partners Propiedades
460000000,12925,572852,Maipú,Pasosdeltemplovotivodemaipu,4,2,140,700,,11009537,
653076500,18350,813296,Peñalolén,Lospresidentes/alvarocasanova.-m.L.A,7,5,237,701,4,12190981,Hobbins Vitacura
1299035000,36500,1617727,LoBarnechea,ContralmiranteFernándezVial/ElTranque,6,5,344,702,5,12341490,Viel Propiedades dos Ltda.
925340000,26000,1152354,Ñuñoa,Hernancortes//pedrodevaldivia,11,4,567,702,1269,9275128,Unne
772303000,21700,961772,LoBarnechea,Elhuinganalconcaminodelsereno,5,4,283,703,1,11765714,Foix Realty 100
694005000,19500,864265,LoBarnechea,ElHuinganal,3,3,170,703,,10350752,Unne
795436500,22350,990581,LoBarnechea,CaminoelPregonconHuinganal,3,3,180,703,3,10634161,Unne
889750000,25000,1108032,LoBarnechea,Miradordelplomo,5,5,703,703,4,7056215,Urbalia
996520000,28000,1240996,Ñuñoa,estadionacional,6,3,352,703,3,11218641,Todo Propiedades
795436500,22350,990581,LoBarnechea,Excelentecasasectorhuinganalginogirardi-caminodelpregon,3,3,185,703,4,5160407,Unne
540968000,15200,673684,Colina,ChicureoPiedraRoja,3,3,190,705,3,9440849,Easyprop
850601000,23900,1059279,LoBarnechea,Eltranque,5,4,190,705,6,6598438,Grupo AG Propiedades
943135000,26500,1174514,LasCondes,Sanpascual-apoquindo,5,4,241,706,,12282073,Manterola Propiedades.
795436500,22350,990581,LoBarnechea,CaminoelHuinganal,4,4,186,706,,12185553,Agustín Fuenzalida Propiedades
1028551000,28900,1280885,LoBarnechea,MonseñorAdolfoRodriguez/Huinganal/LaDehesa,4,4,261,706,6,7693741,Sucursal Cantagallo
1128203000,31700,1404985,LoBarnechea,Av.Ladehesa/caminoelhuinganal,5,4,295,707,3,12239928,Viel la Dehesa SPA
503954400,14160,627590,Santiago,Cuevas/RogelioUgarte,1,1,708,708,,12249741,Schumacher Propiedades
503954400,14160,627590,Santiago,Cuevas/RogelioUgarte,1,1,708,708,,4898919,Schumacher Propiedades
578337500,16250,720221,Ñuñoa,IrarrázavalconDiagonalOriente,2,1,120,709,3,11883105,Unne
175885780,4942,219036,IsladeMaipo,Lasmercedes,3,1,100,710,5,6228948,Urbalia
532070500,14950,662603,Ñuñoa,PedrodeValdivia/SimónBolívar/Villaseca,10,3,265,713,4,7478794,Sucursal El Bosque Sur
373695000,10500,465374,SanMiguel,Paradero17avdasantarosa,3,3,169,714,,10882133,Grupo Premium Propiedades Santiago
796860100,22390,992354,LasCondes,Republicadehonduras/cerrocatedralsur,3,3,169,714,1,6277615,Pro Partners Propiedades
992961000,27900,1236564,Vitacura,WalterMüller,6,5,450,715,3,9890784,Unne
569440000,16000,709141,Colina,Santafilomena11000,4,4,300,716,2,11089932,Nexxos
818570000,23000,1019390,LasCondes,CarlosAlvarado/CountryClub,5,4,227,717,1,8896902,Propiedades Ricardo Vial y Cia. Ltda.
957015100,26890,1191800,LoBarnechea,AvenidaLaDehesa/MonseñorAdolfoRodriguez,4,4,290,720,4,12306217,Welink Propiedades SpA
992249200,27880,1235678,LoBarnechea,Oportunidad//Nueva//EnLaDehesa,5,5,265,720,3,10240588,Unne
960930000,27000,1196675,Vitacura,SantaMariadeManquehue,6,5,415,720,2,12191727,Mi Llave
300000000,8429,373599,PuenteAlto,Santaelenaconnemesiovicuña,3,1,720,720,,9179901,Italprop Propiedades
747390000,21000,930747,LoBarnechea,CaminodelChin,4,3,230,720,,9490001,Vivaqui Propiedades
775862000,21800,966204,Providencia,Eliecerparada/jorgematte,8,6,330,721,,3937944,Propiedades Jose Fco. Montalva y Cía. Ltda.
1156675000,32500,1440442,LoBarnechea,Clubdegolfladehesa,6,5,344,723,,3506759,Vivaqui Propiedades
1049905000,29500,1307478,Vitacura,Avsantamaria,6,4,274,725,,12200430,Propiedades Viel SpA
689378300,19370,858503,Peñaflor,Larrain/Bilbao,3,4,502,725,,7158270,Procasa Adrián Ulloa Propiedades
408929100,11490,509252,Santiago,tierraslindas,4,3,125,726,2,9018116,
1067344100,29990,1329196,LoBarnechea,Miradordelplomo,4,4,310,730,2,10253069,Unne
1423600,40,1773,LoBarnechea,Eltranque,4,4,200,731,,12302409,OSSANDON CORREDORES ASOCIADOS S.A.
1138880000,32000,1418281,LoBarnechea,CondominioLosMonjes-LosTrapenses,5,4,274,731,,12242339,Viel la Dehesa SPA
1135321000,31900,1413849,LoBarnechea,CondominioLosMonjes-LosTrapenses,5,5,273,731,3,12242237,Viel la Dehesa SPA
704682000,19800,877562,Colina,JoseRabat11200,4,4,255,731,5,5627119,Unne
409285000,11500,509695,QuintaNormal,Hoevel4548y4558,7,4,384,732,3,11700213,
836365000,23500,1041550,LasCondes,Quinchamalí,5,4,336,732,4,7716896,Sucursal Cantagallo
1067700000,30000,1329639,Ñuñoa,CampodeDeportes/GeneralMiranda,4,3,352,734,9,6891686,Sucursal El Bosque Sur
1167352000,32800,1453738,LoBarnechea,ManquehueOriente,5,4,310,735,4,12244331,Viel Propiedades dos Ltda.
1245650000,35000,1551245,LoBarnechea,Casaenventadelujo,5,4,298,735,4,6334404,Unne
953812000,26800,1187811,LoBarnechea,BernardoLarrainCotapos,6,4,320,735,3,6007807,Urbalia
491142000,13800,611634,Colina,Lareservadechicureo,3,3,170,735,,11581361,Movahome Corredores Integrados
1067700000,30000,1329639,LoBarnechea,MiradordelPlomo,4,3,280,736,2,12155928,Viel Propiedades dos Ltda.
396828500,11150,494182,Buin,Buin,4,4,140,740,3,12198864,La Cumbre Propiedades
944629780,26542,1176376,LoBarnechea,CaminodeLaLaguna-Cam.Huinganal,5,4,236,741,,12151570,OSSANDON CORREDORES ASOCIADOS S.A.
1156675000,32500,1440442,LoBarnechea,Condominiolosmonjes,5,5,293,742,,12277413,Viel la Dehesa SPA
946871950,26605,1179168,LoBarnechea,CaminodeLaLaguna-Cam.Huinganal,5,4,236,742,3,12151556,OSSANDON CORREDORES ASOCIADOS S.A.
423663360,11904,527601,EstaciónCentral,antofagasta,1,1,100,744,,6863403,Unne
515699100,14490,642216,Colina,ColegioLincon/Chamisero,4,3,189,745,1,5978902,Alonso Baeza Rivera y Cía. Ltda.
658415000,18500,819944,Colina,AvenidaChicureo,5,5,245,745,2,11563805,Easyprop
1263445000,35500,1573406,LoBarnechea,Clubdegolfladehesa,6,5,418,746,,3506764,Vivaqui Propiedades
594353000,16700,740166,Colina,CondominioLasFlores,4,4,188,748,,12195083,Propiedades Viel SpA
252333100,7090,314238,SanBernardo,VolcánPomerape.,3,2,83,750,6,10957028,Propiedades Abarca
1138880000,32000,1418281,LoBarnechea,MalllosTrapenses,5,5,350,750,2,12314101,Propiedades Viel SpA
1028551000,28900,1280885,Providencia,LoContador,6,2,314,750,6,12231275,Viel Propiedades dos Ltda.
1064141000,29900,1325207,Vitacura,Juanxiii/manizales,4,3,240,750,,12157446,Propiedades Viel SpA
836365000,23500,1041550,LasCondes,Quinchamali-avenidalascondes,6,4,330,750,5,5429582,Unne
141000000,3962,175592,Paine,LaMedialunaParc202b,5,2,125,750,2,11669093,Mi Llave
400000000,11239,498132,LaCisterna,Casade4d+2b+saladeestudios+bodegacercaam.Lacisterna,4,2,245,750,,9235196,Corredorpro Spa
483668100,13590,602326,Colina,Avenidasanjose11.000,3,3,170,750,,8293808,Unne
400000000,11239,498132,Maipú,Hermosacasaconterrenode750m2enMaipú,3,2,190,750,5,11480790,Easyprop
871955000,24500,1085872,LasCondes,Atalaya/wenlockschool,6,5,360,750,,9488126,Propiedades Ricardo Vial y Cia. Ltda.
729595000,20500,908587,LaReina,LynchnorteconAvLarrain,5,3,210,750,2,5207841,Santa Lucia Propiedades
672651000,18900,837672,LaReina,Amplioterrenoencasafamiliarenlareina,3,2,140,750,2,8605598,Easyprop
250000000,7024,311333,PuenteAlto,manuelrodriguez,4,2,196,750,,7650477,Margarita Leiva Catalan
709308700,19930,883323,Santiago,Sta.Elena1130,7,3,3467,752,4,10721217,
1206501000,33900,1502492,LoBarnechea,GolfdeManquehue,5,4,330,753,3,12242279,Viel la Dehesa SPA
978725000,27500,1218836,Providencia,Robertodelrío/colegiosanignacioelbosque,3,2,233,753,3,9961515,Sucursal El Bosque Sur
85000000,2388,105853,Santiago,Oferta:ventadecasaconterrenode753mts2enlampa,4,2,128,753,8,10661778,kingdom Propiedades Limitada
1064141000,29900,1325207,LaReina,Casaencondominio4D(2suite)másservicioysubterraneo,4,5,253,754,4,8639100,Unne
310000000,8710,386052,Pudahuel,Losabedules1433pudahuel,3,3,150,755,,11950463,Propital
2800000000,78674,3486924,Independencia,Hipodromo,9,4,519,757,,9355997,Unne
711800000,20000,886426,LaReina,RamónLaval/Lacañada,4,5,187,758,,5906896,Jorge Pablo Caro Propiedades
401099300,11270,499501,LaCisterna,CasacercanaaAvdaElParrónenLaCisterna,4,4,264,759,2,10598755,Mi Llave
401099300,11270,499501,LaCisterna,EntreAvChileEspañayVirgendelPilar,4,4,264,759,2,9325194,Mi Llave
1245650000,35000,1551245,LoBarnechea,Condominiolosmonjes,5,5,330,760,,12051888,Movahome Corredores Integrados
1326439300,37270,1651855,LoBarnechea,EspectacularesvistasdesdeCerrodelmedio,5,4,260,760,4,9685257,Easyprop
867506250,24375,1080332,LaReina,PríncipedeGales/Ossandon,4,4,200,760,7,10231596,Vivaqui Propiedades
1245650000,35000,1551245,LoBarnechea,CondominioLosMonjes,5,5,330,760,3,11061775,Nexxos
1708320000,48000,2127422,LasCondes,CaminoSanAntonio,6,5,765,765,10,11683914,Corredores Asociados - OpenBrokers
